id,coordinates/0,coordinates/1,status
LINK-002682,-74.00257,40.716033,active
LINK-002683,-74.00266673,40.71548409,active
LINK-003010,-73.99105603,40.73389175,active
LINK-003015,-73.98592802,40.73115701,active
LINK-003226,-73.985739,40.73108,active
LINK-003227,-73.98638945,40.73053706,active
LINK-003228,-73.985882,40.730881,active
LINK-003229,-73.986348,40.730249,active
LINK-003230,-73.987081,40.729236,active
LINK-003231,-73.98791444,40.72875565,active
LINK-003232,-73.98787592,40.72848039,active
LINK-003234,-73.98781752,40.72823169,active
LINK-003235,-73.987965,40.728027,active
LINK-003236,-73.98812504,40.72815774,active
LINK-003237,-73.98837167,40.72745986,active
LINK-003239,-73.989248,40.726263,active
LINK-003240,-73.98935062,40.72647126,active
LINK-003241,-73.989403,40.726049,active
LINK-003242,-73.989698,40.725641,active
LINK-003244,-73.993343,40.721716,active
LINK-003247,-73.99407509,40.72059636,active
LINK-003249,-73.99406649,40.71990707,active
LINK-003263,-74.005126,40.715712,installed
LINK-003268,-74.0065117,40.71420865,installed
LINK-003308,-73.985832,40.758022,active
LINK-003309,-73.984342,40.759971,active
LINK-003311,-73.984131,40.759713,active
LINK-003312,-73.98369329,40.76032636,active
LINK-003313,-73.9835375,40.76052662,active
LINK-003315,-73.98309028,40.76114197,active
LINK-003316,-73.982996,40.76164,active
LINK-003352,-73.982552,40.762366,active
LINK-003354,-73.981711,40.763036,active
LINK-003357,-73.98047755,40.7647181,active
LINK-003358,-73.98073089,40.76487454,active
LINK-003474,-73.97104466,40.79331,active
LINK-003475,-73.97088677,40.7935244,active
LINK-003477,-73.970376,40.793867,installed
LINK-003478,-73.97057117,40.79396219,active
LINK-003479,-73.97005104,40.79467259,active
LINK-003480,-73.969837,40.794604,active
LINK-003481,-73.96981,40.795005,active
LINK-003482,-73.96941887,40.79554394,active
LINK-003483,-73.968849,40.795951,active
LINK-003799,-73.968682,40.796533,active
LINK-003835,-73.96864684,40.79673748,active
LINK-003871,-73.968542,40.796374,active
LINK-003872,-73.96822346,40.79717824,active
LINK-003873,-73.96807,40.797391,active
LINK-003874,-73.96784046,40.79770007,active
LINK-003875,-73.96774773,40.79782619,active
LINK-003911,-73.96760332,40.79802733,active
LINK-003912,-73.96726529,40.79847664,active
LINK-003914,-73.981853,40.777921,active
LINK-003916,-73.981665,40.778381,active
LINK-003917,-73.966917,40.803579,active
LINK-003918,-73.965995,40.804835,active
LINK-004657,-73.9668303,40.79908844,active
LINK-004661,-73.949738,40.827117,active
LINK-004664,-73.93878768,40.84449293,installed
LINK-004809,-73.96610661,40.80050433,active
LINK-004812,-73.96493891,40.80104973,installed
LINK-004816,-73.958889,40.809965,active
LINK-004817,-73.958744,40.810163,active
LINK-004818,-73.958321,40.810378,active
LINK-004820,-73.957517,40.811845,installed
LINK-004821,-73.95618997,40.81366899,active
LINK-004822,-73.954837,40.81515,active
LINK-005208,-73.95450726,40.81559377,active
LINK-005209,-73.95436371,40.8157996,active
LINK-005211,-73.952755,40.818371,active
LINK-005212,-73.951942,40.8196,active
LINK-005213,-73.950863,40.82096,active
LINK-005215,-73.950118,40.822212,active
LINK-005216,-73.9499056,40.82226783,active
LINK-005217,-73.94964029,40.82263345,active
LINK-005218,-73.94901382,40.82312201,active
LINK-005220,-73.947909,40.824646,active
LINK-005221,-73.94695314,40.82594748,active
LINK-005400,-74.11267359,40.57210026,active
LINK-005402,-74.113383,40.57262,active
LINK-005407,-74.116075,40.563843,active
LINK-005414,-74.101669,40.578802,active
LINK-005418,-74.10267054,40.57739083,active
LINK-005422,-73.92921294,40.81888599,active
LINK-005426,-73.92590252,40.82755199,active
LINK-005427,-73.92522252,40.82735593,active
LINK-005430,-73.9248328,40.82782471,active
LINK-005435,-73.92264499,40.831543,active
LINK-005578,-73.90070588,40.86810029,active
LINK-005579,-73.896537,40.867038,active
LINK-005582,-73.89565372,40.86658827,active
LINK-005725,-73.9730618,40.67758878,active
LINK-005775,-73.97183554,40.67613405,active
LINK-005779,-73.962694,40.672748,active
LINK-005782,-73.963553,40.675659,active
LINK-005877,-73.952134,40.824578,active
LINK-005878,-73.95349829,40.82270396,active
LINK-005879,-73.95331,40.821918,active
LINK-005882,-73.95937,40.81450454,active
LINK-005931,-73.96605183,40.80551623,active
LINK-005932,-73.93635101,40.80383418,active
LINK-005933,-73.93646798,40.80263697,installed
LINK-006026,-73.9390355,40.79950465,active
LINK-006027,-73.94478351,40.79120304,active
LINK-006028,-73.9389231,40.79965855,active
LINK-006029,-73.95902951,40.80941222,active
LINK-006031,-73.953007,40.817656,active
LINK-006032,-73.94644065,40.82719623,active
LINK-006033,-73.946043,40.827195,active
LINK-006035,-73.94375597,40.83033563,active
LINK-006037,-73.942327,40.832283,active
LINK-006038,-73.94226576,40.83273107,active
LINK-006039,-73.94174,40.833447,active
LINK-006040,-73.94144661,40.83386084,active
LINK-006041,-73.94115905,40.83424538,active
LINK-006042,-73.940919,40.834078,active
LINK-006043,-73.94047731,40.83481514,active
LINK-006138,-73.95745774,40.672302,active
LINK-006140,-73.96361018,40.67640751,active
LINK-006141,-73.98192018,40.68745727,active
LINK-006143,-73.9879984,40.69059444,active
LINK-006150,-73.96927886,40.798538,active
LINK-006197,-73.925474,40.679143,active
LINK-006860,-73.95447974,40.74188244,active
LINK-006861,-73.838184,40.718602,active
LINK-006867,-73.88571747,40.73810857,active
LINK-006873,-73.84284541,40.72067138,active
LINK-006876,-73.838976,40.718953,active
LINK-006880,-73.83680527,40.71796031,active
LINK-006882,-73.83549622,40.71721235,active
LINK-006885,-73.832341,40.714861,active
LINK-006987,-73.82816,40.711072,active
LINK-007082,-73.98570283,40.75786907,active
LINK-007083,-73.98587842,40.75766558,active
LINK-007084,-73.98663358,40.75663815,active
LINK-007085,-73.98094971,40.77426628,active
LINK-007086,-73.981404,40.773657,active
LINK-007136,-73.95212666,40.74291934,active
LINK-007143,-73.982777,40.777227,active
LINK-007144,-73.98301515,40.77653006,active
LINK-007145,-73.983247,40.775999,active
LINK-007147,-73.98363296,40.77606852,active
LINK-007148,-73.9793497,40.76664932,active
LINK-007149,-73.98471931,40.76399635,active
LINK-007150,-73.98498723,40.76361577,active
LINK-007244,-73.986581,40.754144,active
LINK-007299,-73.9748182,40.74930073,active
LINK-007300,-73.97332638,40.74867273,active
LINK-007302,-73.973319,40.748513,active
LINK-007322,-73.97296141,40.74857853,active
LINK-007628,-73.972507,40.749203,active
LINK-007629,-73.97275057,40.74929182,active
LINK-007631,-73.97065717,40.75163236,active
LINK-007632,-73.97052358,40.75234297,active
LINK-007634,-73.969261,40.753496,active
LINK-007635,-73.968836,40.754138,active
LINK-007636,-73.96855237,40.75504319,active
LINK-007637,-73.968444,40.755193,active
LINK-007638,-73.968041,40.755335,active
LINK-007639,-73.96746716,40.75601841,active
LINK-007870,-73.96698,40.75678,active
LINK-007871,-73.96652752,40.75741739,active
LINK-007872,-73.96642136,40.7579749,active
LINK-007876,-73.958069,40.773006,active
LINK-008199,-74.007972,40.724065,installed
LINK-008200,-74.00755377,40.72533498,active
LINK-008202,-74.007487,40.726889,active
LINK-008203,-74.00698658,40.72797798,active
LINK-008211,-73.996012,40.748482,active
LINK-008212,-74.00372466,40.74341383,active
LINK-008214,-74.00436342,40.74212485,installed
LINK-008215,-73.99407922,40.73116016,active
LINK-008221,-73.98665837,40.72983073,active
LINK-008223,-73.989008,40.730578,installed
LINK-008224,-73.988685,40.731015,active
LINK-008225,-73.98857914,40.73157049,active
LINK-008226,-73.98813515,40.73177664,active
LINK-008227,-73.987938,40.732039,active
LINK-008229,-73.993454,40.721425,active
LINK-008230,-73.99494009,40.71791958,active
LINK-008239,-74.004974,40.719679,active
LINK-008245,-73.98926217,40.73023165,active
LINK-008295,-73.98985,40.719215,active
LINK-008296,-73.9883901,40.72357993,active
LINK-008302,-73.98532503,40.72779351,active
LINK-008303,-73.985083,40.728126,active
LINK-008305,-73.98468,40.728824,active
LINK-008307,-73.98319263,40.73030035,active
LINK-008590,-73.994742,40.736387,active
LINK-008689,-73.99248875,40.74861534,active
LINK-008693,-73.99100163,40.74557814,active
LINK-008694,-73.991375,40.744668,active
LINK-008695,-73.99403913,40.74596848,active
LINK-008696,-73.99428583,40.74615485,active
LINK-008837,-73.985367,40.744742,active
LINK-008838,-73.984639,40.745126,active
LINK-008840,-73.98620711,40.74670887,active
LINK-008842,-73.98524463,40.74711441,active
LINK-008843,-73.98483344,40.74773664,active
LINK-009081,-73.980862,40.689026,active
LINK-009082,-73.9810645,40.74688075,active
LINK-009918,-73.99113025,40.75048843,active
LINK-010160,-73.98401196,40.76023532,active
LINK-010161,-73.98463666,40.75937884,active
LINK-010171,-73.97699037,40.7592052,active
LINK-010173,-73.97473228,40.76246755,active
LINK-010174,-73.97119784,40.76425414,active
LINK-010177,-73.96558891,40.75868871,active
LINK-010191,-73.94648352,40.800446,active
LINK-010198,-73.88597436,40.84183354,active
LINK-010208,-73.92220947,40.80890966,active
LINK-010216,-73.95278868,40.80732567,active
LINK-010251,-73.90095411,40.85054841,active
LINK-010257,-73.93780684,40.84356713,active
LINK-010258,-73.93347331,40.84985449,active
LINK-010259,-73.93100715,40.85285737,active
LINK-010260,-73.93334198,40.85003751,active
LINK-010262,-73.94948944,40.81265566,active
LINK-010265,-73.93332247,40.84969774,active
LINK-010271,-73.92940254,40.85541608,active
LINK-010274,-73.9289967,40.85561537,active
LINK-010287,-73.91021789,40.85434622,active
LINK-010297,-73.996549,40.74267426,active
LINK-010317,-73.907899,40.853764,active
LINK-010320,-73.98809867,40.76956734,active
LINK-010328,-73.95091962,40.66416648,active
LINK-010332,-73.91917137,40.81399752,active
LINK-010336,-73.92201908,40.76047267,active
LINK-010337,-73.921216,40.760095,active
LINK-010338,-73.91801561,40.75859125,active
LINK-010339,-73.88507204,40.7496063,active
LINK-010340,-73.91730276,40.76490229,active
LINK-010341,-73.95184032,40.80943715,active
LINK-010345,-73.950407,40.805827,active
LINK-010346,-73.95170768,40.8092681,active
LINK-010349,-73.94591692,40.81197343,active
LINK-010350,-73.957067,40.801938,active
LINK-010356,-73.9478767,40.81486349,active
LINK-010357,-73.95214914,40.80899649,active
LINK-010360,-73.951496,40.725456,active
LINK-010367,-73.95282089,40.77823256,active
LINK-010368,-73.91644985,40.81876868,active
LINK-010402,-73.9601529,40.76191027,active
LINK-010405,-73.93750775,40.8240811,active
LINK-010406,-73.95141341,40.81002334,active
LINK-010430,-73.88549761,40.74753882,active
LINK-010434,-73.95052895,40.70682217,active
LINK-010440,-73.845226,40.695225,active
LINK-010447,-73.942908,40.701419,active
LINK-010448,-73.94996349,40.70537096,active
LINK-010455,-73.95419488,40.70720786,active
LINK-010460,-73.91526202,40.81792619,active
LINK-010501,-73.93059918,40.76453793,active
LINK-010558,-73.92485555,40.76164578,active
LINK-010567,-73.95080928,40.66734613,active
LINK-010606,-74.00677204,40.71502742,installed
LINK-010610,-73.97246279,40.78577388,active
LINK-010614,-74.003811,40.753067,installed
LINK-010615,-74.00421615,40.7529434,active
LINK-010616,-74.00475581,40.75219823,active
LINK-010617,-74.00491217,40.75196913,active
LINK-010618,-74.0051459,40.75123392,active
LINK-010633,-73.97340729,40.78461205,installed
LINK-010634,-73.97641054,40.7887051,active
LINK-010636,-73.97518371,40.78253997,active
LINK-010637,-73.97381614,40.78442334,active
LINK-010646,-74.00581555,40.75074558,active
LINK-010650,-73.96397801,40.75629836,installed
LINK-010664,-73.97544551,40.74559596,active
LINK-010673,-73.98324818,40.74425922,active
LINK-010675,-73.97298135,40.79030079,active
LINK-010681,-73.96770405,40.79280441,active
LINK-010682,-73.96964431,40.7895412,installed
LINK-010683,-73.97262871,40.78568185,active
LINK-010684,-73.98581619,40.74642561,active
LINK-010696,-73.97899987,40.78240982,installed
LINK-010697,-73.9599541,40.77956091,installed
LINK-010703,-73.96418188,40.7562636,installed
LINK-010708,-74.000048,40.71819776,active
LINK-010713,-73.99248961,40.71450806,active
LINK-010715,-73.96223547,40.7636906,active
LINK-010720,-74.00350218,40.72711527,active
LINK-010721,-74.00119407,40.73188717,active
LINK-010722,-74.00523226,40.72780341,installed
LINK-010726,-73.99663087,40.71903975,installed
LINK-010733,-74.00540707,40.72728365,installed
LINK-010737,-74.00023841,40.73288433,active
LINK-010741,-73.9742489,40.78382538,active
LINK-010745,-73.95536175,40.76837393,active
LINK-010750,-74.00662855,40.73025769,active
LINK-010754,-73.96782908,40.75617415,installed
LINK-010755,-73.97789516,40.74223411,active
LINK-010761,-73.97976183,40.73925317,installed
LINK-010764,-73.99286971,40.76338512,active
LINK-010766,-73.95968089,40.77945381,active
LINK-010784,-73.96108153,40.80149765,active
LINK-010785,-73.98703948,40.72500355,active
LINK-010786,-73.96700524,40.79340209,installed
LINK-010787,-73.96166314,40.76035998,active
LINK-010788,-73.96153957,40.77691823,active
LINK-010790,-73.96660446,40.77051657,active
LINK-010792,-73.969308,40.766736,active
LINK-010795,-73.97188144,40.78707884,active
LINK-010797,-73.97148731,40.79270287,active
LINK-010798,-73.97844368,40.77737709,active
LINK-010802,-73.989421,40.721773,active
LINK-010803,-73.9832813,40.72996268,active
LINK-010805,-73.970303,40.764821,active
LINK-010807,-73.98641999,40.74275953,active
LINK-010808,-74.0065562,40.72056775,installed
LINK-010811,-73.99326129,40.74208082,active
LINK-010812,-73.98538074,40.74232206,active
LINK-010823,-73.96672853,40.75254917,active
LINK-010826,-73.96964871,40.7536606,active
LINK-010831,-73.99149319,40.76527687,active
LINK-010832,-73.97619,40.744154,active
LINK-010833,-73.99036533,40.75153962,active
LINK-010843,-74.00641536,40.73230778,active
LINK-010844,-74.00567121,40.73827778,installed
LINK-010846,-73.99820283,40.76065999,installed
LINK-010852,-73.9617454,40.80059158,active
LINK-010853,-73.97913747,40.78186119,active
LINK-010857,-73.99915159,40.73439251,active
LINK-010860,-73.96381797,40.75687875,active
LINK-010861,-73.96321332,40.75770122,active
LINK-010862,-73.96359345,40.75760431,active
LINK-010870,-74.00528546,40.73879783,pending
LINK-010871,-74.00640751,40.73159252,active
LINK-010872,-73.98947427,40.71950376,active
LINK-010874,-73.97205515,40.78633453,installed
LINK-010882,-73.96676342,40.76974939,active
LINK-010890,-73.92295481,40.81675132,active
LINK-010896,-73.98511899,40.72764987,active
LINK-010897,-73.94624056,40.8007812,active
LINK-010900,-73.99715554,40.73653988,active
LINK-010914,-73.93145198,40.85225684,active
LINK-010917,-73.93536211,40.84727016,active
LINK-010919,-73.96094657,40.77760614,active
LINK-010930,-73.93725917,40.84468912,active
LINK-010933,-73.96785533,40.80298423,active
LINK-010934,-73.97197865,40.7920348,active
LINK-010942,-73.948844,40.823361,active
LINK-010946,-73.942682,40.703654,active
LINK-010956,-73.94188652,40.83274898,active
LINK-010975,-73.94925939,40.82266347,active
LINK-010979,-73.92421781,40.76150726,active
LINK-010981,-73.92211147,40.76730678,active
LINK-010982,-73.96194569,40.80069,active
LINK-010990,-73.98452873,40.74575598,active
LINK-010991,-74.00813878,40.72311759,active
LINK-010992,-74.00797977,40.72287042,active
LINK-010993,-73.88970545,40.74696638,active
LINK-010997,-73.93565287,40.84687477,installed
LINK-010999,-73.8478444,40.69469686,active
LINK-011000,-73.99328247,40.73663894,active
LINK-011001,-73.98513107,40.73192289,active
LINK-011003,-73.99336333,40.74741879,active
LINK-011005,-73.99915027,40.73910655,active
LINK-011006,-73.99938138,40.7391558,installed
LINK-011008,-73.99147237,40.74493317,active
LINK-011014,-73.98229109,40.73616484,active
LINK-011029,-73.91700042,40.80737752,active
LINK-011033,-73.90196472,40.86176218,active
LINK-011039,-73.8846895,40.74748994,active
LINK-011040,-73.93727923,40.82900248,installed
LINK-011042,-73.91849412,40.75881765,active
LINK-011048,-73.96800953,40.79237863,active
LINK-011059,-73.87816548,40.74831104,active
LINK-011068,-73.98284709,40.73076722,active
LINK-011071,-73.99300348,40.74282792,active
LINK-011073,-73.94141973,40.74766699,active
LINK-011075,-73.97946572,40.73964666,installed
LINK-011080,-73.98684237,40.72529099,active
LINK-011082,-74.00444413,40.74241855,installed
LINK-011086,-73.8888199,40.74705911,active
LINK-011088,-73.96632817,40.80439875,active
LINK-011092,-73.89214477,40.74671112,active
LINK-011094,-73.95646462,40.76695173,active
LINK-011095,-73.9928116,40.7430973,active
LINK-011098,-73.94192414,40.81802907,active
LINK-011100,-73.93583333,40.84662333,active
LINK-011103,-73.88464352,40.74762687,active
LINK-011104,-73.99439314,40.74051298,active
LINK-011105,-73.9939631,40.74151493,active
LINK-011106,-73.99320916,40.74254842,active
LINK-011109,-73.98397945,40.72921987,active
LINK-011110,-73.98822418,40.72380705,active
LINK-011111,-73.97141311,40.78769783,active
LINK-011115,-73.87062416,40.7491117,active
LINK-011116,-73.87146338,40.74887831,active
LINK-011120,-73.92071953,40.75312177,active
LINK-011127,-73.97059306,40.75183416,active
LINK-011130,-73.99158984,40.76478628,active
LINK-011133,-73.99799948,40.74068566,active
LINK-011138,-73.9813679,40.737088,active
LINK-011149,-73.938202,40.82312447,active
LINK-011150,-73.87420307,40.74859468,active
LINK-011151,-73.98115859,40.73737306,active
LINK-011156,-73.98233804,40.77623753,active
LINK-011158,-73.98254791,40.73160198,active
LINK-011159,-73.95600349,40.8033996,active
LINK-011172,-73.888492,40.74722343,active
LINK-011173,-73.87951058,40.74816825,active
LINK-011177,-73.9466648,40.82670709,active
LINK-011178,-73.98186157,40.73675561,active
LINK-011179,-73.97382819,40.74739525,active
LINK-011180,-73.97360371,40.74812083,active
LINK-011182,-73.95329055,40.82285389,active
LINK-011183,-73.96817662,40.79179421,installed
LINK-011189,-73.97089386,40.79316136,active
LINK-011194,-73.89121486,40.74679775,active
LINK-011198,-73.88227031,40.74774238,active
LINK-011200,-73.88138742,40.74797068,active
LINK-011205,-73.8729333,40.7488692,active
LINK-011207,-73.87439289,40.74870842,active
LINK-011208,-73.92905463,40.75227852,active
LINK-011214,-73.97189334,40.75045756,active
LINK-011227,-73.94207451,40.81782145,active
LINK-011231,-73.99026177,40.7664369,active
LINK-011251,-73.8820337,40.74799093,active
LINK-011252,-73.8857513,40.74760297,active
LINK-011258,-73.88092373,40.74801962,active
LINK-011259,-73.88761509,40.74741228,active
LINK-011268,-73.90745354,40.75313917,active
LINK-011271,-73.908266,40.851329,active
LINK-011291,-73.9308176,40.85312181,active
LINK-011295,-73.940075,40.835729,active
LINK-011299,-73.935456,40.846771,active
LINK-011303,-73.9340696,40.84867304,active
LINK-011315,-73.93810732,40.79636046,active
LINK-011320,-73.93287,40.850683,active
LINK-011337,-73.94496616,40.80014153,active
LINK-011338,-73.93810707,40.80383351,active
LINK-011358,-73.945436,40.834974,active
LINK-011370,-73.93224896,40.8511646,active
LINK-011373,-73.85118474,40.69396285,active
LINK-011377,-74.00387699,40.73290856,installed
LINK-011378,-73.93776628,40.79682481,active
LINK-011379,-73.93470439,40.80140456,active
LINK-011383,-73.90003051,40.84909302,active
LINK-011397,-73.91402994,40.82364629,active
LINK-011415,-73.912336,40.755764,active
LINK-011417,-73.919649,40.759199,active
LINK-011423,-74.00654892,40.65574578,active
LINK-011425,-73.91366803,40.81948845,active
LINK-011428,-73.86643426,40.75744562,active
LINK-011438,-73.94509159,40.83328532,active
LINK-011446,-73.91254129,40.76266328,active
LINK-011461,-73.91424246,40.81886036,active
LINK-011469,-73.92127596,40.76676629,active
LINK-011473,-73.95676156,40.80236833,active
LINK-011474,-73.95648813,40.80302425,active
LINK-011495,-73.93133833,40.85241173,active
LINK-011500,-73.90899141,40.81312832,active
LINK-011501,-73.90897566,40.85187831,active
LINK-011510,-73.942563,40.702936,active
LINK-011512,-73.942287,40.702247,active
LINK-011536,-73.92939864,40.75418823,active
LINK-011542,-73.89219433,40.84618976,active
LINK-011544,-73.94791958,40.81444736,installed
LINK-011566,-73.98380229,40.73195957,active
LINK-011583,-73.893343,40.860027,active
LINK-011588,-73.90750182,40.85393036,active
LINK-011595,-73.949935,40.676752,active
LINK-011599,-73.91093862,40.76191296,active
LINK-011604,-73.949916,40.676976,active
LINK-011621,-73.89339767,40.84652245,active
LINK-011622,-73.97393282,40.68213254,active
LINK-011626,-73.932187,40.65159,active
LINK-011635,-73.95091335,40.66620283,active
LINK-011660,-73.912327,40.821437,active
LINK-011663,-73.89644355,40.86117438,active
LINK-011667,-73.907548,40.862685,active
LINK-011704,-73.95757439,40.64287503,active
LINK-011709,-73.91949122,40.81357503,active
LINK-011729,-73.950008,40.675965,active
LINK-011738,-73.92992035,40.85435846,active
LINK-011757,-73.89822056,40.84692617,active
LINK-011760,-73.83960659,40.6956028,active
LINK-011761,-73.950627,40.670115,active
LINK-011768,-73.950397,40.670147,active
LINK-011770,-73.92793528,40.7630995,active
LINK-011778,-73.95296626,40.74549641,active
LINK-011789,-73.91283823,40.82010249,active
LINK-011802,-74.00828534,40.65039017,active
LINK-011809,-73.98165945,40.73087757,active
LINK-011822,-73.93684737,40.84475573,installed
LINK-011824,-73.94252463,40.81738064,active
LINK-011851,-73.89994835,40.84740591,active
LINK-011861,-73.90938798,40.85384203,active
LINK-011874,-73.91147,40.84873,active
LINK-011876,-73.91430035,40.81855965,active
LINK-011877,-73.913388,40.819568,active
LINK-011905,-73.845595,40.695205,active
LINK-011906,-73.858948,40.692466,active
LINK-011912,-73.914259,40.763621,active
LINK-011971,-73.944659,40.818897,active
LINK-011980,-73.94842204,40.82966242,active
LINK-011982,-73.98597197,40.74349317,active
LINK-011998,-73.95384878,40.81120483,active
LINK-012012,-73.954886,40.7334,active
LINK-012026,-73.939589,40.835586,active
LINK-012038,-73.94594832,40.71444574,active
LINK-012042,-73.93177297,40.85183107,active
LINK-012080,-73.91648285,40.81667907,active
LINK-012113,-73.96127853,40.80124724,active
LINK-012117,-73.944206,40.713913,active
LINK-012120,-73.901951,40.846169,active
LINK-012130,-73.91962478,40.813367,active
LINK-012132,-73.92143417,40.81089649,active
LINK-012163,-73.946762,40.80007,active
LINK-012172,-73.91646687,40.81216272,active
LINK-012181,-73.993513,40.736806,active
LINK-012188,-73.98188075,40.7622099,active
LINK-012192,-74.00560969,40.71772575,active
LINK-012216,-73.99208429,40.7437055,active
LINK-012224,-73.977306,40.750237,active
LINK-012227,-73.98344153,40.76686129,active
LINK-012235,-73.99764592,40.71665239,active
LINK-012236,-73.9525944,40.77814082,active
LINK-012242,-74.00677065,40.72301338,installed
LINK-012249,-73.997578,40.716869,active
LINK-012250,-74.00627426,40.725666,installed
LINK-012255,-73.9877384,40.73809688,active
LINK-012278,-73.98106107,40.74705459,active
LINK-012291,-73.9902101,40.76668319,active
LINK-012297,-73.96139743,40.76094634,active
LINK-012298,-73.96321301,40.7619766,active
LINK-012299,-73.9565366,40.76728194,active
LINK-012317,-73.98908323,40.72048554,active
LINK-012325,-73.98593572,40.74671976,active
LINK-012326,-73.96335362,40.76214654,active
LINK-012328,-73.966995,40.763419,active
LINK-012330,-73.98948974,40.76766312,active
LINK-012333,-73.970823,40.764097,active
LINK-012359,-73.96459519,40.75581174,installed
LINK-012360,-73.95313791,40.77152635,active
LINK-012363,-73.96518956,40.75499065,active
LINK-012365,-73.96543425,40.7550807,active
LINK-012369,-73.9786294,40.77724121,installed
LINK-012370,-73.967597,40.768649,active
LINK-012372,-73.99799012,40.73598356,active
LINK-012375,-73.95920163,40.76321777,active
LINK-012376,-73.96997867,40.76621551,installed
LINK-012396,-73.98430909,40.72944908,active
LINK-012405,-73.97825829,40.7574068,active
LINK-012406,-73.96372269,40.77449753,active
LINK-012424,-73.98610433,40.72630382,active
LINK-012438,-73.97730732,40.74303942,active
LINK-012443,-73.93292644,40.8502485,active
LINK-012452,-73.97785338,40.77888904,installed
LINK-012454,-73.9723114,40.78665384,installed
LINK-012457,-73.968865,40.767364,active
LINK-012458,-73.978561,40.740894,installed
LINK-012462,-73.97568365,40.76111775,active
LINK-012472,-73.98965898,40.76778999,active
LINK-012482,-73.96346015,40.77428147,active
LINK-012484,-73.96011567,40.77879465,active
LINK-012486,-73.96390551,40.75717377,active
LINK-012502,-73.96891544,40.79078578,active
LINK-012503,-73.96418067,40.76104904,active
LINK-012510,-73.98107921,40.77496988,active
LINK-012513,-73.968364,40.768093,active
LINK-012517,-73.98236687,40.77544328,active
LINK-012528,-73.9827647,40.73152105,active
LINK-012532,-73.93976734,40.82596687,active
LINK-012535,-73.98096599,40.78094218,installed
LINK-012539,-73.94544961,40.83418925,active
LINK-012540,-73.94577543,40.82792507,active
LINK-012542,-73.94622593,40.82730494,active
LINK-012543,-73.94420042,40.82973306,active
LINK-012544,-73.94929876,40.82831959,active
LINK-012545,-73.97002379,40.78962178,installed
LINK-012553,-73.95903881,40.76343296,installed
LINK-012560,-74.00808439,40.72340371,active
LINK-012563,-73.98503716,40.74762726,active
LINK-012570,-73.99679984,40.74269967,active
LINK-012572,-73.97684323,40.74365854,pending
LINK-012573,-73.97904816,40.74023291,active
LINK-012574,-73.9792518,40.74036856,active
LINK-012575,-73.97907885,40.74061156,installed
LINK-012579,-73.99024141,40.74661929,active
LINK-012586,-73.92362684,40.75577655,active
LINK-012591,-73.9702839,40.78926318,active
LINK-012596,-73.98993307,40.76704736,active
LINK-012609,-73.98754894,40.74417468,active
LINK-012611,-73.88792592,40.74715289,active
LINK-012614,-73.98813678,40.75459325,active
LINK-012618,-73.96062004,40.76126735,active
LINK-012620,-73.99188287,40.7439707,active
LINK-012621,-73.9682952,40.80009304,active
LINK-012622,-73.97769449,40.74206862,active
LINK-012623,-73.97059943,40.79599586,active
LINK-012631,-73.98313231,40.74440678,active
LINK-012636,-74.00358788,40.74359974,active
LINK-012639,-73.97998543,40.73934123,active
LINK-012640,-73.9838785,40.74339468,active
LINK-012642,-73.99181959,40.76445589,active
LINK-012645,-73.98904337,40.76826158,active
LINK-012646,-73.99131194,40.76515921,active
LINK-012647,-73.99196653,40.76462448,active
LINK-012649,-73.98160829,40.7367472,active
LINK-012661,-73.99077541,40.74549407,active
LINK-012665,-73.99629565,40.7383024,active
LINK-012666,-73.95025609,40.80662994,active
LINK-012671,-73.95964853,40.76259531,installed
LINK-012673,-73.93536309,40.84751332,active
LINK-012676,-73.97893462,40.74122503,installed
LINK-012677,-73.98272283,40.74498361,installed
LINK-012679,-73.97106076,40.75118754,active
LINK-012682,-73.99119855,40.73916604,active
LINK-012685,-73.99336769,40.76233629,installed
LINK-012689,-73.99085201,40.76578851,active
LINK-012691,-73.99105738,40.7658753,active
LINK-012694,-73.99456317,40.74526758,active
LINK-012695,-73.98538547,40.74132322,active
LINK-012709,-73.99282602,40.73727988,active
LINK-012714,-73.98039603,40.73838376,active
LINK-012715,-73.96540561,40.75469528,active
LINK-012722,-73.98469437,40.73251879,active
LINK-012727,-73.99011216,40.75152164,active
LINK-012730,-73.98924679,40.7306716,active
LINK-012735,-73.98276825,40.74533995,active
LINK-012758,-73.97048243,40.78898616,active
LINK-012761,-73.93836455,40.82290225,active
LINK-012766,-73.97715884,40.74685005,active
LINK-012768,-73.934241,40.84844385,active
LINK-012769,-73.96915525,40.79044448,installed
LINK-012770,-73.95740873,40.76566545,active
LINK-012772,-73.98061045,40.7385025,active
LINK-012780,-73.97954419,40.73996264,active
LINK-012782,-73.9703352,40.78883163,active
LINK-012786,-73.87577475,40.74855095,active
LINK-012787,-73.87938648,40.74804918,active
LINK-012788,-73.96311539,40.79871675,installed
LINK-012790,-73.96597025,40.75375106,installed
LINK-012792,-73.97452006,40.74686754,active
LINK-012796,-73.99050599,40.7462509,active
LINK-012802,-73.99683036,40.74230081,active
LINK-012804,-73.95894778,40.76411658,installed
LINK-012805,-73.96208669,40.76389092,active
LINK-012809,-73.98705217,40.73946433,active
LINK-012814,-73.97007535,40.78918247,active
LINK-012818,-73.9982041,40.74077246,active
LINK-012822,-73.87181741,40.74908967,active
