id,status,coordinates/0,coordinates/1,coordinates/2,requestDate,installDate,roofAccess,notes,panoramas/0,name,panoramas/1,panoramas/2,panoramas/3,panoramas/4,panoramas/5,panoramas/6,panoramas/7,panoramas/8,panoramas/9
2,Installed,-73.9291817,40.7686554,37,1426436311615,1627185600000,false,Peter,2.jpg,,,,,,,,,,
3,Installed,-73.987881,40.724868,27,1426436311615,1413259200000,false,Hub: LiteBeamLR to SN1 plus kiosk failover,3.jpg,Brian,3a.jpg,3b.jpg,,,,,,,
4,Interested,-73.9649248,40.6970479,38,1426799281289,,true,,,,,,,,,,,,
5,Interested,-74.0058924,40.7074594,133,1427232396127,,false,,,,,,,,,,,,
6,Installation Scheduled,-74.00084559999999,40.6548906,20,1427322174567,,true,,,,,,,,,,,,
7,Installed,-73.988123,40.72439,28,1427322174567,1413259200000,true,DBA bar,,,,,,,,,,,
10,Installed,-74.0031106,40.7414291,95,1428255931797,1645592400000,false,POP - no antenna,,111 8th POP,,,,,,,,,
13,No Reply,-73.9802103,40.7805678,-1,1428260773401,,false,,,,,,,,,,,,
15,Interested,-73.9475928,40.7103734,22,1428268274455,,false,,,,,,,,,,,,
16,Interested,-74.0032029,40.7413549,95,1428268293614,,true,,,,,,,,,,,,
17,Interested,-73.9212858,40.6944282,74,1428350681862,,false,,,,,,,,,,,,
18,NN assigned,-73.9583001,40.6568041,46,1428418391269,,false,Omni,,,,,,,,,,,
19,Installed,-73.984541,40.7203976,29,1428678488881,1441425600000,false,Omni,19.jpg,,,,,,,,,,
20,Interested,-73.9484367,40.6821509,28,1429296712412,,true,,,,,,,,,,,,
21,No Reply,-73.9233096,40.6872121,31,1429476550424,,false,,,,,,,,,,,,
22,No Reply,-73.951071,40.675506,48,1429799802754,,false,,,,,,,,,,,,
24,Interested,-73.9181882,40.7654041,-2,1430342691761,,true,,,,,,,,,,,,
25,Interested,-73.8114993,40.5867247,-2,1430679449910,,true,"multiple locations, ",,,,,,,,,,,
26,Interested,-73.978279,40.713356,-2,1430888466667,,false,,,,,,,,,,,,
28,Installed,-73.956822,40.8050482,75,1430914430408,1433044800000,false,rem,,,,,,,,,,,
29,No Reply,-73.984455,40.685389,-1,1430962372471,,true,,,,,,,,,,,,
30,Interested,-73.9629831,40.7187884,19,1431094948363,,true,,30.jpg,,30a.jpg,30b.jpg,,,,,,,
31,Interested,-73.9682222,40.7077294,13,1431891206261,,true,,,,,,,,,,,,
32,No Reply,-73.954028,40.6650336,50,1432909094906,,false,,,,,,,,,,,,
33,Interested,-73.9129017,40.7651029,38,1432913719923,,false,,,,,,,,,,,,
34,Interested,-74.03381499999999,40.6240302,40,1432914157028,,true,,,,,,,,,,,,
37,No Reply,-73.9536679,40.676096,38,1432915300964,,false,,,,,,,,,,,,
38,No Reply,-73.906295,40.690395,29,1432917971422,,true,,,,,,,,,,,,
39,No Reply,-73.917731,40.696195,30,1432918236368,,false,,,,,,,,,,,,
40,Interested,-73.9381159,40.615452,13,1432919839325,,false,,,,,,,,,,,,
41,No Reply,-73.9785,40.574275,74,1432920090432,,false,,,,,,,,,,,,
42,Installed,-74.000403,40.679072,25,1432923945485,1463630400000,false,rem,,,,,,,,,,,
43,No Reply,-73.7470765,40.768713,74,1432934215944,,false,,,,,,,,,,,,
45,No Reply,-73.9018292,40.7043986,74,1432934304466,,true,,,,,,,,,,,,
47,No Reply,-73.956439,40.686287,36,1432934550800,,false,,,,,,,,,,,,
48,Installed,-73.976359,40.667571,60,1432934990587,1574571600000,true,Omni,48.jpg,,48a.jpg,,,,,,,,
49,No Reply,-73.9638512,40.7618663,44,1432936093169,,false,,,,,,,,,,,,
50,No Reply,-73.9778271,40.7838387,29,1432936529464,,false,,,,,,,,,,,,
52,No Reply,-73.99873339999999,40.7460428,-1,1432939934019,,false,,,,,,,,,,,,
55,No Reply,-73.9381848,40.698616,36,1432947235587,,false,,,,,,,,,,,,
56,No Reply,-74.0275323,40.6237796,45,1432948637723,,false,,,,,,,,,,,,
57,Interested,-73.9766248,40.7204684,46,1432961813383,,false,,,,,,,,,,,,
58,Interested,-73.9391205,40.6114518,74,1432966694881,,true,,,,,,,,,,,,
59,Interested,-74.0265359,40.631406,-1,1432990990017,,false,,,,,,,,,,,,
61,Interested,-73.955402,40.720212,74,1433003871530,,true,,,,,,,,,,,,
62,Interested,-74.0301806,40.6256834,21,1433004646548,,true,,,,,,,,,,,,
63,,-74.028667,40.6298042,16,1433011230745,,false,,,,,,,,,,,,
64,,-73.904391,40.827992,48,1433022294412,,false,,,,,,,,,,,,
65,,-73.962308,40.659289,33,1433028083868,,false,,,,,,,,,,,,
66,,-74.026912,40.624533,29,1433040376423,,true,,,,,,,,,,,,
67,NN assigned,-73.914457,40.660298,25,1433042396438,,true,Omni,,,,,,,,,,,
68,,-73.9849752,40.779136,9,1433049732607,,false,,,,,,,,,,,,
69,,-73.9475632,40.6714824,39,1433088812918,,false,,,,,,,,,,,,
70,,-73.9938332,40.7327152,17,1433103661397,,false,,,,,,,,,,,,
71,,-73.9173401,40.7050001,14,1433121411741,,true,,,,,,,,,,,,
72,,-74.000241,40.635086,29,1433167559489,,true,,,,,,,,,,,,
73,Invalid,-118.382878,34.027207,-1,1433200957205,,true,,,,,,,,,,,,
74,No Reply,-74.02630959999999,40.6341003,41,1433256381299,,false,,,,,,,,,,,,
75,Interested,-73.9560194,40.7720279,34,1433256889710,,true,,75.jpg,,,,,,,,,,
76,No Reply,-73.9803855,40.6818627,36,1433303280545,,false,,,,,,,,,,,,
79,No Reply,174.7633315,-36.8484597,-1,1433601095266,,false,approx in NZ,,,,,,,,,,,
80,Interested,-73.9022948,40.8627253,48,1433607401400,,true,,,,,,,,,,,,
81,,-73.9706896,40.6861489,56,1433704232604,1433649600000,false,rem,,,,,,,,,,,
82,Interested,-73.9804624,40.7257142,24,1433704644617,,false,,,,,,,,,,,,
85,No Reply,-73.9903489,40.6733364,74,1433866083683,,true,,,,,,,,,,,,
88,,-73.9978832,40.6782469,28,1433974293402,,false,,,,,,,,,,,,
89,Interested,-73.9834632,40.6076639,81,1434046697541,,true,,,,,,,,,,,,
91,Interested,-74.024702,40.627943,16,1435100871423,1463630400000,true,,,,,,,,,,,,
92,Interested,-73.9874179,40.7437685,68,1435100871423,,true,,,,,,,,,,,,
93,Installed,-73.9858222,40.7031106,38,1435100948795,1459742400000,true,rem,,,,,,,,,,,
94,Interested,-73.9755395,40.6587051,64,1435196021451,,true,,,,,,,,,,,,
96,Invalid,-87.748522,41.511045,-1,1435349782891,,true,,,,,,,,,,,,
97,No Reply,-73.9925544,40.7595301,25,1435356269639,,true,,,,,,,,,,,,
98,Interested,-73.9240191,40.7464792,32,1435358171420,,true,,,,,,,,,,,,
99,Interested,-73.999232,40.674231,74,1436207596598,,false,,,,,,,,,,,,
101,Interested,-73.984591,40.663284,27,1437005254996,,true,,,,,,,,,,,,
102,No Reply,-74.0274433,40.6250252,19,1437754702823,,false,,,,,,,,,,,,
106,Interested,-73.89058,40.770324,17,1438675037450,,true,,106.jpg,,,,,,,,,,
107,No Reply,-73.9488493,40.8317608,52,1439324318231,,false,,,,,,,,,,,,
109,Installed,-73.948649,40.673947,42,1439328419553,1441166400000,true,,,,,,,,,,,,
110,No Reply,-73.985403,40.779555,36,1439330645137,,false,,,,,,,,,,,,
113,No Reply,-73.852609,40.8447819,74,1439344054996,,true,approx in Bronx,,,,,,,,,,,
114,Interested,-74.0081572,40.738161,73,1439344485154,,true,,,,,,,,,,,,
115,Installed,-73.950671,40.734025,14,1439345541817,1574312400000,true,hub Omni+sector,115.jpg,Green,115a.jpg,,,,,,,,
116,NN assigned,-73.9293459,40.6865951,31,1439347134060,,true,,,,,,,,,,,,
117,Interested,-73.951754,40.68761,26,1439348816918,,true,,,,,,,,,,,,
118,Interested,-73.943853,40.690734,16,1439355086075,,true,,,,,,,,,,,,
119,No Reply,-73.94698,40.721474,13,1439383109523,,true,,,,,,,,,,,,
121,No Reply,-73.9336311,40.7972078,25,1439397171386,,true,,,,,,,,,,,,
122,Interested,-73.918999,40.706939,12,1439406157425,,true,,,,,,,,,,,,
123,No Reply,-73.9993932,40.6841274,74,1439445025172,,true,,123.jpg,,123a.jpg,,,,,,,,
125,No Reply,-73.995693,40.683738,24,1439468865961,,true,,,,,,,,,,,,
126,Interested,-73.9643439,40.7563957,75,1439469910835,,false,,,,,,,,,,,,
128,No Reply,-73.978813,40.727456,20,1439473312652,,false,,,,,,,,,,,,
130,Interested,-83.5263851,31.4624565,74,1439475002939,,false,,,,,,,,,,,,
132,No Reply,-73.9604263,40.6580737,37,1439477004089,,false,,,,,,,,,,,,
133,Interested,-73.9910463,40.7364322,35,1439478443758,,false,,,,,,,,,,,,
134,Interested,-73.9910463,40.7364322,35,1439478443758,,false,,,,,,,,,,,,
135,Installed,-73.943009,40.825018,30,1439478683601,1463284800000,true,,135.jpg,Edgecombe,,,,,,,,,
136,No Reply,-73.8952599,40.7527021,16,1439479092181,,false,,,,,,,,,,,,
137,No Reply,-90.667468,30.2973749,-1,1439479098856,,false,,,,,,,,,,,,
138,NN assigned,-73.9805466,40.7221862,28,1439479951514,,false,Omni,,,,,,,,,,,
139,Invalid,-74.420842,41.445097,13,1439480246849,,true,,139.jpg,,,,,,,,,,
140,Interested,-73.9521231,40.8088725,16,1439482569554,,true,,,,,,,,,,,,
141,No Reply,-74.000431,40.7288134,74,1439483409239,,false,,,,,,,,,,,,
143,No Reply,-73.985835,40.667032,35,1439484086494,,false,,,,,,,,,,,,
145,No Reply,-73.942508,40.672783,42,1439487397085,,true,,,,,,,,,,,,
146,NN assigned,-73.9984563,40.7160447,29,1439487573000,,true,Omni,,,,,,,,,,,
147,NN assigned,-73.9412519,40.6882224,26,1439487604880,1462334400000,false,Omni,,,,,,,,,,,
148,NN assigned,-73.9415618,40.8176097,30,1439488052431,,true,,,,,,,,,,,,
149,NN assigned,-73.9060945,40.7040322,40,1439488542242,,true,,,,,,,,,,,,
150,NN assigned,-73.9685799,40.6801635,42,1439489380748,,true,,,,,,,,,,,,
151,NN assigned,-73.9966215,40.7132739,28,1439489450153,,false,,,,,,,,,,,,
152,Interested,-73.951834,40.687589,61,1439490170858,,true,,,,,,,,,,,,
153,NN assigned,-73.92815929999999,40.7063566,22,1439491101238,,true,,,,,,,,,,,,
154,NN assigned,-73.96194729999999,40.6571299,40,1439492370584,,true,,,,,,,,,,,,
155,NN assigned,-73.942419,40.67982,42,1439495817480,1616299200000,true,Omni + sectors,,Fulton,,,,,,,,,
156,NN assigned,-73.9569961,40.7344398,16,1439497753167,,false,,,,,,,,,,,,
157,Installed,-73.93121,40.697748,30,1439499733605,1461902400000,true,rem,157.jpg,,157a.jpg,,,,,,,,
158,NN assigned,-73.92437009999999,40.6916057,35,1439501896372,,true,,,,,,,,,,,,
159,NN assigned,-73.9205739,40.6990583,21,1439503481332,,false,,,,,,,,,,,,
160,NN assigned,-73.920253,40.765087,27,1439516816034,,false,,,,,,,,,,,,
163,NN assigned,-73.9977175,40.7163195,28,1439570764366,,true,,,,,,,,,,,,
165,NN assigned,-73.9187827,40.6814587,5,1439641692207,,true,,,,,,,,,,,,
166,NN assigned,-73.944063,40.72688,16,1439656431631,,true,,,,,,,,,,,,
167,NN assigned,-73.95432799999999,40.657032,27,1439910491473,,false,,,,,,,,,,,,
168,NN assigned,-73.95804749999999,40.7098762,32,1439929197500,,false,,168.jpg,,168a.jpg,,,,,,,,
169,NN assigned,-73.9218844,40.7084572,28,1439937912238,,false,,,,,,,,,,,,
172,NN assigned,-73.9985669,40.6039249,25,1440026264877,,true,,,,,,,,,,,,
173,NN assigned,-73.9445927,40.6915468,28,1440441383753,1444363200000,true,,173.jpg,,,,,,,,,,
174,NN assigned,-73.9411945,40.676034,35,1440638129708,,false,,,,,,,,,,,,
175,NN assigned,-73.9929544,40.6594525,40,1441116700996,,false,,,,,,,,,,,,
176,NN assigned,-73.91650310000001,40.6871556,27,1441150197392,,true,,,,,,,,,,,,
177,NN assigned,-73.9630135,40.6781805,20,1441497844420,,false,,,,,,,,,,,,
178,NN assigned,-73.98371999999999,40.7291306,23,1441497891861,,false,,,,,,,,,,,,
179,NN assigned,-73.9341659,40.681596,28,1441653305474,,false,,,,,,,,,,,,
180,NN assigned,-73.915734,40.681719,24,1442359549522,,true,,,,,,,,,,,,
181,NN assigned,-73.9614225,40.6535368,41,1443544554397,,true,somewhere in Astoria,,,,,,,,,,,
182,NN assigned,-73.9401604,40.6951168,50,1443545734059,,false,,,,,,,,,,,,
183,Installed,-73.9766796,40.7248715,27,1443548196514,1462680000000,true,rem,183.jpg,,183a.jpg,,,,,,,,
184,NN assigned,-73.9049407,40.7028949,41,1443548273692,,true,,,,,,,,,,,,
185,NN assigned,-73.9636869,40.679522,44,1443548540184,,false,,,,,,,,,,,,
186,NN assigned,-73.8945724,40.7039055,45,1443557903030,,true,,,,,,,,,,,,
187,NN assigned,-73.9234443,40.7013748,25,1443568272035,,true,,,,,,,,,,,,
188,NN assigned,-73.90543009999999,40.7013445,35,1443575745742,,true,,,,,,,,,,,,
189,NN assigned,-73.91520510000001,40.7015803,30,1443581752833,,false,,,,,,,,,,,,
190,NN assigned,-73.921184,40.660073,16,1443651811292,,false,,,,,,,,,,,,
191,Installed,-73.987898,40.724868,32,1443746370781,1459051200000,false,Lee-Ann,,,,,,,,,,,
192,NN assigned,-73.9438626,40.7074798,25,1444051425553,,true,,,,,,,,,,,,
193,NN assigned,-73.941498,40.680717,31,1444053934162,,true,,,,,,,,,,,,
194,Installed,-73.9929922,40.7350124,17,1444059238906,1458446400000,false,rem,,,,,,,,,,,
195,NN assigned,-73.944996,40.6873213,31,1444070797425,,true,,,,,,,,,,,,
196,NN assigned,-74.0127842,40.6749414,13,1444071230550,,true,,196.jpg,,,,,,,,,,
197,NN assigned,-73.924294,40.6827076,25,1444073794701,,false,,,,,,,,,,,,
198,NN assigned,-73.9515999,40.6518214,23,1444081283839,,true,,198.jpg,,,,,,,,,,
199,NN assigned,-73.9449435,40.6911855,33,1444081908632,,true,,,,,,,,,,,,
201,Installed,-73.9865744,40.727904,26,1444151201476,1458964800000,true,,201.jpg,,201a.jpg,,,,,,,,
202,NN assigned,-73.945345,40.683561,29,1444165373891,,true,,202.jpg,,,,,,,,,,
203,NN assigned,-73.9075592,40.7095361,43,1444173598762,,false,,,,,,,,,,,,
204,NN assigned,-73.9737512,40.6869212,35,1444189985960,,true,,,,,,,,,,,,
205,NN assigned,-73.9266822,40.69452099999999,29,1444527189572,,false,,,,,,,,,,,,
206,NN assigned,-73.9111427,40.707994,41,1444936767010,,false,,,,,,,,,,,,
207,NN assigned,-73.9407711,40.67439820000001,45,1445018184611,,false,,,,,,,,,,,,
208,NN assigned,-73.94284789999999,40.6899275,28,1445211524632,,true,,,,,,,,,,,,
209,NN assigned,-73.94410599999999,40.6897914,26,1445246034743,,true,,,,,,,,,,,,
210,NN assigned,-73.9406893,40.6762712,35,1445280149278,,true,,,,,,,,,,,,
211,NN assigned,-73.9581079,40.671146,56,1445442987060,,false,,,,,,,,,,,,
212,NN assigned,-73.9288977,40.6848268,31,1445610574931,,true,,,,,,,,,,,,
213,NN assigned,-73.93015,40.676008,20,1445723887307,,false,,,,,,,,,,,,
214,NN assigned,-73.9381123,40.69155480000001,28,1445739088554,,true,,,,,,,,,,,,
215,NN assigned,-73.9251207,40.6849116,28,1445871807823,,true,,,,,,,,,,,,
216,NN assigned,-73.9914792,40.7179131,44,1445882240742,,false,,,,,,,,,,,,
217,NN assigned,-74.0041303,40.64983549999999,50,1445963164422,,false,,,,,,,,,,,,
218,Installed,-73.9255912,40.7011353,25,1446000664320,1460433600000,true,lbe DIY,218.jpg,,,,,,,,,,
219,NN assigned,-73.9402301,40.6743897,46,1446150920414,,false,,,,,,,,,,,,
220,NN assigned,-73.9388905,40.6843032,28,1446228675881,,false,,,,,,,,,,,,
221,NN assigned,-73.92427649999999,40.7017148,28,1446238197741,,true,,,,,,,,,,,,
222,NN assigned,-73.9132138,40.6922445,21,1446284272368,,false,,,,,,,,,,,,
223,NN assigned,-73.979462,40.674646,37,1446530339739,,true,,223.jpg,,,,,,,,,,
224,NN assigned,-73.943733,40.692496,28,1446688399237,,false,,,,,,,,,,,,
226,NN assigned,-73.985142,40.719503,21,1428255805847,,true,,,,,,,,,,,,
227,Installed,-74.00127188,40.7111043,180,1446989439601,1479445200000,true,"Supernode 1, Sector facing North",227.jpg,Supernode 1,227a.jpg,227b.png,,,,,,,
228,NN assigned,-73.9603396,40.6607412,44,1447698383186,,false,,,,,,,,,,,,
229,Installed,-73.9466956,40.716856,16,1446747498384,1466568000000,true,,,,,,,,,,,,
230,NN assigned,-73.9954246,40.7120626,28,1447882073228,1449550800000,true,tree node,,,,,,,,,,,
231,NN assigned,-73.9460278,40.81860210000001,21,1448158728539,,false,,,,,,,,,,,,
232,Installed,-73.987898,40.724868,32,1449088437065,1455858000000,false,,,,,,,,,,,,
233,NN assigned,-73.9199821,40.6931231,29,1449107529371,,true,,,,,,,,,,,,
234,NN assigned,-73.9100255,40.6802269,36,1448341200000,,false,,,,,,,,,,,,
235,NN assigned,-73.9552053,40.6866668,5,1439487023446,,true,,,,,,,,,,,,
236,NN assigned,-73.9858266,40.720889,26,1438216830528,,true,,,,,,,,,,,,
237,To be scheduled,-74.0077324,40.7268675,47,1449118800000,,true,Data Center,237.jpg,,237a.jpg,,,,,,,,
238,NN assigned,-73.98966949999999,40.6658984,40,1449349120828,,false,,,,,,,,,,,,
239,NN assigned,-73.9858266,40.720889,26,1444071230550,,true,,,,,,,,,,,,
240,NN assigned,-73.9149281,40.7041672,30,1426436311615,,false,,,,,,,,,,,,
241,NN assigned,-73.9904181,40.7142089,31,1444085924303,,true,,,,,,,,,,,,
242,NN assigned,-73.961917,40.67552999999999,53,1450228856881,,false,,,,,,,,,,,,
243,NN assigned,-73.956272,40.8070946,30,1450228881776,,false,,,,,,,,,,,,
244,NN assigned,-74.00018639999999,40.6487759,55,1450228916100,,false,,,,,,,,,,,,
245,NN assigned,-74.00074760000001,40.6470349,62,1450228926270,,false,,,,,,,,,,,,
246,NN assigned,-73.9874335,40.7206536,27,1450298072518,,false,,,,,,,,,,,,
247,NN assigned,-73.94965599999999,40.692822,23,1451176017546,,true,,,,,,,,,,,,
248,Installed,-73.998085,40.712137,23,1452702345679,1533268800000,false,Omni,248.jpg,,,,,,,,,,
249,NN assigned,-73.9963428,40.7120383,28,1453055911691,,true,,249.jpg,,249a.jpg,,,,,,,,
250,NN assigned,-73.9949472,40.6621175,31,1453064040620,,true,,,,,,,,,,,,
251,NN assigned,-73.963199,40.6802606,46,1453154169808,,true,,,,,,,,,,,,
252,NN assigned,-73.9922136,40.718365,31,1453226414288,,false,,,,,,,,,,,,
253,NN assigned,-73.9273596,40.6857037,26,1453227103700,,true,,,,,,,,,,,,
254,NN assigned,-73.9081391,40.7064593,39,1453244464674,,true,,254.jpg,,254a.jpg,,,,,,,,
255,NN assigned,-73.9203902,40.7057907,26,1453290011768,,false,,255.jpg,,,,,,,,,,
256,NN assigned,-73.9299569,40.686715,33,1453756587010,,true,,256.jpg,,,,,,,,,,
257,NN assigned,-73.99967099999999,40.678513,25,1453763773045,,false,,,,,,,,,,,,
258,NN assigned,-73.9116279,40.689744,26,1453766989564,1492660800000,true,,258.jpg,,,,,,,,,,
259,NN assigned,-73.9400923,40.6749497,43,1453767345144,,true,,259.jpg,,,,,,,,,,
260,NN assigned,-73.91767290000001,40.683476,22,1453772136064,,true,,,,,,,,,,,,
261,NN assigned,-73.9998411,40.6599712,14,1453774444091,,true,,,,,,,,,,,,
262,NN assigned,-73.91722109999999,40.699546,24,1453774831673,,true,,,,,,,,,,,,
263,NN assigned,-73.9904332,40.7183366,30,1453775260482,,false,,,,,,,,,,,,
264,NN assigned,-73.9409024,40.6957418,30,1453776678156,,false,,264.jpg,,264a.jpg,,,,,,,,
265,NN assigned,-73.93088689999999,40.7052658,24,1453778126812,,false,,,,,,,,,,,,
266,NN assigned,-73.9305928,40.6946967,29,1453783749244,,false,,,,,,,,,,,,
267,NN assigned,-73.9148328,40.6946866,20,1453783851579,,true,,267.jpg,,,,,,,,,,
268,NN assigned,-73.9877549,40.724831,37,1453785249011,,true,,,,,,,,,,,,
269,NN assigned,-73.98522969999999,40.7280637,24,1453788911317,,true,,,,,,,,,,,,
270,NN assigned,-73.9986887,40.7158516,32,1453791641171,,true,,,,,,,,,,,,
271,NN assigned,-73.987765,40.7307486,33,1453813147828,,true,,,,,,,,,,,,
272,NN assigned,-73.9155739,40.7059209,32,1453815053973,,true,,,,,,,,,,,,
273,NN assigned,-73.9892241,40.72596619999999,33,1453818777082,,true,,,,,,,,,,,,
274,NN assigned,-73.91819,40.681914,25,1453819742941,,true,,,,,,,,,,,,
275,NN assigned,-73.9058629,40.700779,35,1453826465692,,true,,,,,,,,,,,,
276,NN assigned,-73.925156,40.6696359,48,1453827714476,,false,,,,,,,,,,,,
277,NN assigned,-73.9800351,40.729207,21,1453828141580,,true,,277.jpg,,277a.jpg,,,,,,,,
278,NN assigned,-73.9545576,40.807817,27,1453832283196,,false,,,,,,,,,,,,
279,NN assigned,-73.9627263,40.6760982,51,1453833515309,,true,,,,,,,,,,,,
280,NN assigned,-73.951775,40.81432,53,1453837527300,,true,,280.jpg,,280a.jpg,,,,,,,,
281,NN assigned,-73.921768,40.699576,20,1453839784424,,true,,281.jpg,,,,,,,,,,
282,NN assigned,-73.9991591,40.65862449999999,17,1453840881358,,true,,,,,,,,,,,,
283,NN assigned,-73.9942743,40.7125483,27,1453846159294,,false,,,,,,,,,,,,
284,NN assigned,-73.9117881,40.705368,35,1453873572693,,false,,,,,,,,,,,,
285,NN assigned,-73.9923919,40.6601169,43,1453906973858,,false,,,,,,,,,,,,
286,NN assigned,-73.9831177,40.7273006,21,1453911943208,,true,,,,,,,,,,,,
287,NN assigned,-73.9345909,40.6814265,30,1453920013667,,true,,,,,,,,,,,,
289,NN assigned,-73.990808,40.6628108,52,1453998527612,,false,,,,,,,,,,,,
290,NN assigned,-73.9522157,40.686218,28,1454005170104,,true,,,,,,,,,,,,
291,NN assigned,-73.9610667,40.675295,54,1454006565096,,true,,291.jpg,,,,,,,,,,
292,NN assigned,-73.92011459999999,40.69887689999999,21,1454034083075,,false,,,,,,,,,,,,
293,NN assigned,-74.01750849999999,40.6464921,24,1454034211720,,true,,,,,,,,,,,,
294,NN assigned,-73.9960361,40.7195536,33,1454079856951,,false,,,,,,,,,,,,
295,NN assigned,-73.9471185,40.7256212,22,1454091003657,,false,,,,,,,,,,,,
296,NN assigned,-73.9469513,40.7284922,9,1454093333745,,true,,296.jpg,,,,,,,,,,
297,NN assigned,-73.96877520000001,40.6769399,49,1454120686611,,true,,297.jpg,,297a.jpg,,,,,,,,
298,NN assigned,-73.9174048,40.687289,30,1454254382834,,false,,,,,,,,,,,,
299,NN assigned,-73.9542798,40.69084369999999,28,1454304143307,,true,,,,,,,,,,,,
300,NN assigned,-74.0002196,40.6620964,11,1454379112771,,true,,,,,,,,,,,,
301,NN assigned,-73.9203902,40.7057907,26,1454390724741,,true,,301.jpg,,301a.jpg,,,,,,,,
302,NN assigned,-73.919862,40.7040741,31,1454399743431,,true,,,,,,,,,,,,
303,Installed,-73.925104,40.698524,23.5,1454985296937,1542344400000,true,Omni,303.jpg,Dekalb,303a.jpg,303b.jpg,303c.jpg,,,,,,
304,NN assigned,-73.9600679,40.7148749,31,1455030034226,,false,,,,,,,,,,,,
305,Installed,-73.978219,40.7471869,32,1455238349206,1463371200000,false,rem,,,,,,,,,,,
306,NN assigned,-73.9135079,40.6916889,21,1455464952432,,false,,,,,,,,,,,,
307,NN assigned,-73.9323745,40.6856677,33,1455506159581,,true,,307.jpg,,,,,,,,,,
308,NN assigned,-73.9912294,40.7183269,36,1455894371031,,true,,,,,,,,,,,,
310,NN assigned,-73.9817121,40.6835493,24,1456102126711,,false,,,,,,,,,,,,
311,NN assigned,-73.9807876,40.7247014,34,1456166620254,,true,rem,,,,,,,,,,,
312,NN assigned,-73.9539147,40.6730515,47,1456641136765,,false,,,,,,,,,,,,
313,NN assigned,-73.9150841,40.6880247,30,1456698851700,,true,,,,,,,,,,,,
314,NN assigned,-73.995249,40.6603814,30,1457297799194,,false,,,,,,,,,,,,
315,Installed,-73.989166,40.729513,31,1457297880036,1524715200000,false,rem,,,,,,,,,,,
316,NN assigned,-73.9612274,40.6753179,54,1457299117459,,false,,,,,,,,,,,,
317,Installed,-74.030888,40.741133,18,1457359028651,1590206400000,true,hub Omni,317.jpg,Temkin,317a.jpg,317b.jpg,317c.jpg,,,,,,
318,NN assigned,-73.97719479999999,40.7820341,38,1457485752742,,true,,,,,,,,,,,,
319,NN assigned,-73.992025,40.7140892,29,1457661435018,,true,,319.jpg,,,,,,,,,,
320,NN assigned,-73.9758748,40.6661711,63,1457730011880,,true,,320.jpg,,,,,,,,,,
321,NN assigned,-73.9508282,40.6799185,30,1458254140215,,true,,,,,,,,,,,,
322,NN assigned,-73.9323711,40.6951911,30,1458266995812,,true,,,,,,,,,,,,
323,Installed,-73.9096632,40.7046289,38,1458609753724,1512104400000,true,,323.jpg,,,,,,,,,,
324,Installed,-73.987898,40.724868,32,1458873187096,1458878400000,false,Danny,,,,,,,,,,,
325,NN assigned,-73.9259465,40.689626,32,1459054573683,,true,,,,,,,,,,,,
326,NN assigned,-73.9451761,40.72539,15,1459449904893,,false,,,,,,,,,,,,
327,NN assigned,-73.9132367,40.7040469,32,1459889396779,,true,,,,,,,,,,,,
328,Installed,-73.987881,40.724868,27,1459889567673,1463284800000,false,Oliver,,,,,,,,,,,
329,Installed,-73.94197707,40.71748272,26.5,1459986259793,1490673600000,true,hub Omni + sector (vpn),329.jpg,Simona,329a.jpg,329b.jpg,329c.jpg,,,,,,
330,Installed,-73.9879689,40.724626,20,1460529313117,1464753600000,false,,,,,,,,,,,,
331,NN assigned,-73.9517824,40.6881492,29,1460667552534,,true,,,,,,,,,,,,
332,NN assigned,-73.9245351,40.6766278,5,1460932490834,,true,,332.jpg,,,,,,,,,,
333,NN assigned,-73.9902378,40.7160986,28,1461058908164,,true,,333.jpg,,333a.jpg,,,,,,,,
334,NN assigned,-73.9505582,40.6750711,42,1461430106607,,false,,,,,,,,,,,,
335,NN assigned,-73.984346,40.670152,34,1462895124497,,false,,,,,,,,,,,,
336,NN assigned,-73.92211089999999,40.69886169999999,21,1462994933531,,true,,,,,,,,,,,,
337,NN assigned,-73.9579135,40.7332581,18,1463064573311,,false,,,,,,,,,,,,
338,NN assigned,-73.929818,40.7055646,18,1463103335736,,true,,,,,,,,,,,,
340,NN assigned,-73.909536,40.6864403,25,1463946353978,,false,,,,,,,,,,,,
341,NN assigned,-73.9382885,40.6829584,29,1464038213605,,false,,,,,,,,,,,,
342,Interested,-73.9453627,40.7832725,39,1464308977243,,false,,,,,,,,,,,,
344,NN assigned,-73.9554785,40.7363103,15,1465788878327,,true,,344.jpg,,,,,,,,,,
345,NN assigned,-73.9498967,40.6731178,5,1466206448580,,false,,,,,,,,,,,,
347,NN assigned,-73.9215315,40.6604817,16,1466515927610,,true,,,,,,,,,,,,
348,NN assigned,-73.96348499999999,40.7208382,15,1467046869327,,false,,,,,,,,,,,,
349,Installation Scheduled,-74.008177,40.7235005,60,1467666032576,,false,,349.jpg,,,,,,,,,,
350,NN assigned,-73.97926679999999,40.7134538,76,1468216052763,,true,,,,,,,,,,,,
351,NN assigned,-73.9146552,40.6908406,22,1468267145810,,true,,351.jpg,,351a.jpg,351b.jpg,,,,,,,
352,Installed,-73.987898,40.724868,32,1468547636405,1468555200000,false,Rob,,,,,,,,,,,
